,epsilon,a3,Barrier,Sh.Cor,Eldm,dU(N),dU(P),dP(N),dP(P),BC,BS
9799,0.87,0.004,-2.1973,,,,,,,,
8485,0.74,0.002,16.4741,,,,,,,,
5146,0.4,0.192,22.9151,,,,,,,,
10044,0.89,0.09,-10.9101,,,,,,,,
9374,0.8200000000000001,0.164,15.9254,,,,,,,,
8602,0.75,0.034,15.3437,,,,,,,,
9734,0.86,0.076,6.2183,,,,,,,,
706,-0.04000000000000001,0.2,23.4234,,,,,,,,
9944,0.88,0.092,0.3003,,,,,,,,
10082,0.89,0.166,-3.5228,,,,,,,,
3941,0.29000000000000004,0.004,12.0333,,,,,,,,
9891,0.87,0.188,10.5227,,,,,,,,
9596,0.8500000000000001,0.002,1.7267,,,,,,,,
9884,0.87,0.17400000000000002,10.4705,,,,,,,,
9392,0.8200000000000001,0.2,18.3135,,,,,,,,
10102,0.9,0.004,-21.4899,,,,,,,,
9595,0.8500000000000001,0.0,1.8926,,,,,,,,
9294,0.8200000000000001,0.004,8.6444,,,,,,,,
9967,0.88,0.138,3.9602,,,,,,,,
9805,0.87,0.016,-2.9894,,,,,,,,
9978,0.88,0.16,5.2317,,,,,,,,
8812,0.77,0.05,12.9046,,,,,,,,
9602,0.8500000000000001,0.014,1.8826,,,,,,,,
1822,0.07999999999999999,0.008,16.5835,,,,,,,,
9926,0.88,0.056,-4.7382,,,,,,,,
8238,0.7100000000000001,0.114,15.1849,,,,,,,,
9629,0.8500000000000001,0.068,7.5334,,,,,,,,
10087,0.89,0.176,-3.1357,,,,,,,,
7126,0.6000000000000001,0.112,16.5217,,,,,,,,
10209,-0.1,0.178,23.145,4.4412,18.704,3.112,2.835,-0.592,-0.913,0.989,1.048
10216,0.011,0.111,16.4364,3.2286,13.208,1.733,1.839,0.012,-0.355,0.993,1.032
10248,0.344,0.155,19.9427,3.6317,16.311,2.484,2.571,-0.855,-0.568,0.974,1.068
10228,0.122,0.155,17.0853,1.9672,15.118,1.275,0.767,-0.16,0.085,0.989,1.042
10208,-0.1,0.155,21.6249,4.5346,17.09,3.033,3.274,-0.585,-1.186,0.99,1.044
9631,0.8500000000000001,0.07200000000000001,8.1125,,,,,,,,
10151,0.9,0.10200000000000001,-14.8312,,,,,,,,
1811,0.07,0.188,18.9689,,,,,,,,
2511,0.13999999999999999,0.17400000000000002,17.6195,,,,,,,,
9856,0.87,0.11800000000000001,8.5981,,,,,,,,
8806,0.77,0.038,13.4471,,,,,,,,
5653,0.45000000000000007,0.196,23.9679,,,,,,,,
9435,0.8300000000000001,0.084,11.0175,,,,,,,,
9934,0.88,0.07200000000000001,-2.5249,,,,,,,,
2431,0.13999999999999999,0.014,19.3649,,,,,,,,
9769,0.86,0.146,13.3802,,,,,,,,
9796,0.86,0.2,13.9673,,,,,,,,
7503,0.64,0.058,15.9313,,,,,,,,
9861,0.87,0.128,9.1606,,,,,,,,
10159,0.9,0.11800000000000001,-11.1629,,,,,,,,
10029,0.89,0.06,-14.4796,,,,,,,,
9791,0.86,0.19,14.4652,,,,,,,,
6815,0.5700000000000001,0.096,16.9529,,,,,,,,
9026,0.79,0.074,12.1875,,,,,,,,
3619,0.25,0.168,19.029,,,,,,,,
9896,0.87,0.198,10.7488,,,,,,,,
3783,0.27,0.092,16.4634,,,,,,,,
9912,0.88,0.028,-5.996,,,,,,,,
6223,0.51,0.124,20.3691,,,,,,,,
9764,0.86,0.136,13.0618,,,,,,,,
8655,0.75,0.14,14.4392,,,,,,,,
10160,0.9,0.12,-11.0032,,,,,,,,
7930,0.68,0.10400000000000001,14.8048,,,,,,,,
9198,0.81,0.014,10.8957,,,,,,,,
9763,0.86,0.134,12.9815,,,,,,,,
9384,0.8200000000000001,0.184,18.0891,,,,,,,,
7656,0.65,0.162,18.2923,,,,,,,,
8117,0.7000000000000001,0.074,14.8721,,,,,,,,
10247,0.344,0.133,18.1381,2.822,15.316,1.392,1.858,-0.188,-0.24,0.975,1.064
9318,0.8200000000000001,0.052000000000000005,8.7358,,,,,,,,
9569,0.8400000000000001,0.15,16.9445,,,,,,,,
3871,0.28,0.066,14.5679,,,,,,,,
3898,0.28,0.12,17.504,,,,,,,,
1850,0.07999999999999999,0.064,16.3614,,,,,,,,
9628,0.8500000000000001,0.066,6.5097,,,,,,,,
9151,0.8,0.122,14.3133,,,,,,,,
10198,0.9,0.196,-7.3382,,,,,,,,
10195,0.9,0.19,-7.2049,,,,,,,,
9797,0.87,0.0,-1.4773,,,,,,,,
9998,0.88,0.2,6.1594,,,,,,,,
8183,0.7100000000000001,0.004,18.9776,,,,,,,,
1009,-0.010000000000000009,0.2,22.2582,,,,,,,,
9095,0.8,0.01,12.5703,,,,,,,,
4055,0.30000000000000004,0.03,11.516,,,,,,,,
9806,0.87,0.018000000000000002,-2.922,,,,,,,,
9948,0.88,0.1,1.2494,,,,,,,,
7149,0.6000000000000001,0.158,19.3579,,,,,,,,
10085,0.89,0.17200000000000001,-3.4387,,,,,,,,
